"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-19",,,,,,,"27.2",",,0,2400","0.0","T,,0","0.0",",,0",,,"3.3",",,0","2.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-20",,,,,,,"4.3",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-21",,,,,,,"20.1",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","4.4",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-22",,,,,,,"2.3",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-23",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-24",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-25",,,,,,,"3.0",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","2.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-26",,,,,,,"9.7",",,0,2400","0.0","T,,0","0.0",",,0",,,"7.2",",,0","2.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-27",,,,,,,"6.1",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-28",,,,,,,"8.6",",,0,2400","0.0","T,,0","0.0",",,0",,,"6.1",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-29",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","1.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-30",,,,,,,"4.6",",,0,2400","0.0",",,0","0.0",",,0",,,"6.1",",,0","2.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-03-31",,,,,,,"5.1",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-01",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"11.1",",,0","1.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-02",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-03",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"13.9",",,0","0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-04",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"14.4",",,0","8.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-05",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.8",",,0","6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-06",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"11.7",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-07",,,,,,,"6.6",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","3.9",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-08",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-09",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"14.4",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-10",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"13.3",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-11",,,,,,,"9.7",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-12",,,,,,,"12.7",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-13",,,,,,,"4.6",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","1.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-14",,,,,,,"6.6",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","1.1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-15",,,,,,,"15.5",",,0,2400","15.0",",,0","0.0",",,0",,,"7.2",",,0","0.6",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-16",,,,,,,"14.7",",,0,2400","0.0","T,,0","0.0","T,,0",,,"5.0",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-17",,,,,,,"13.0",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-18",,,,,,,"3.8",",,0,2400","0.0",",,0","0.0",",,0",,,"10.0",",,0","5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-19",,,,,,,"7.6",",,0,2400","0.0",",,0","0.0",",,0",,,"6.7",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-20",,,,,,,"5.8",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-21",,,,,,,"24.9",",,0,2400","0.0",",,0","0.0",",,0",,,"6.1",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-22",,,,,,,"11.7",",,0,2400","0.0",",,0","0.0",",,0",,,"6.7",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-23",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","2.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-24",,,,,,,"0.8",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-25",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"11.1",",,0","7.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-26",,,,,,,"4.6",",,0,2400","0.0",",,0","0.0",",,0",,,"11.7",",,0","5.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-27",,,,,,,"1.8",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","5.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-28",,,,,,,"6.1",",,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-29",,,,,,,"3.3",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-04-30",,,,,,,"10.2",",,0,2400","0.0",",,0","0.0",",,0",,,"10.0",",,0","6.1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-01",,,,,,,"14.7",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","3.9",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-02",,,,,,,"4.3",",,0,2400","0.0","T,,0","0.0",",,0",,,"9.4",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-03",,,,,,,"1.5",",,0,2400","0.0",",,0","0.0",",,0",,,"14.4",",,0","2.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-04",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"17.8",",,0","2.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-05",,,,,,,"1.0",",,0,2400","0.0",",,0","0.0",",,0",,,"16.1",",,0","7.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-06",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"11.7",",,0","7.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-07",,,,,,,"1.5",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-08",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"14.4",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-09",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"16.1",",,0","5.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-10",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"15.0",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-11",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"13.3",",,0","5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-12",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"15.6",",,0","5.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-13",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","6.7",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-14",,,,,,,"0.5",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-15",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"15.0",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-16",,,,,,,"0.8",",,0,2400","0.0",",,0","0.0",",,0",,,"13.9",",,0","6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-17",,,,,,,"1.5",",,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","5.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-18",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"11.1",",,0","7.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-19",,,,,,,"8.1",",,0,2400","0.0",",,0","0.0",",,0",,,"10.0",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-20",,,,,,,"0.3",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-21",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"12.8",",,0","2.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-22",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-23",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"13.3",",,0","6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-24",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"16.1",",,0","6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-25",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"13.3",",,0","7.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-26",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"13.9",",,0","7.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-27",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"15.0",",,0","7.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-28",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"13.3",",,0","7.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-29",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-30",,,,,,,"17.5",",,0,2400","0.0",",,0","0.0",",,0",,,"10.0",",,0","6.1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-05-31",,,,,,,"1.5",",,0,2400","0.0",",,0","0.0",",,0",,,"8.9",",,0","6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-01",,,,,,,"2.5",",,0,2400","0.0",",,0","0.0",",,0",,,"10.6",",,0","6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-02",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"16.1",",,0","7.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-03",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"17.8",",,0","7.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-04",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"17.8",",,0","8.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-05",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"25.6",",,0","8.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-06",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"17.2",",,0","8.9",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-07",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"14.4",",,0","8.3",",,0",,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-08",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"15.6",",,0","8.9",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-09",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"12.2",",,0","8.9",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1980-06-10",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"14.4",",,0","10.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
